,turn,author civ,subject civ,cable
14419,259,Korea,Songhai,We report the Songhais economy to be poor
14420,259,Korea,Songhai,We perceive the Songhai to be pursuing unknown dominance now
14421,259,Korea,Songhai,Our intelligence officers are not at all confident in this report
14422,259,Korea,Songhai,A deceptive position with the Songhai is what we maintain
14423,259,Korea,Songhai,Whatever the Germans outward attitude may be the Moroccans acknowledge the Germans as a neutral civilization
14424,259,Korea,Songhai,Best regards
14425,259,Korea,Songhai,The Foreign Correspondents Office
14426,259,Songhai,The Incas,Greetings ambassador to The Incan Nation
14427,259,Songhai,The Incas,We here at home wish to express our gratitude for your efforts in-country
14428,259,Songhai,The Incas,In payment for 1 unit of silver for the next 30 turns we decided to provide The Incas 2 units of iron for the next 30 turns 1 unit of truffles for the next 30 turns and 27 units of gold per turn for the next 30 turns effective immediately
14429,259,Songhai,The Incas,All the best
14430,259,Songhai,The Incas,The Incan Nation desk
14431,259,Morocco,The Incas,Dear Your Honor
14432,259,Morocco,The Incas,We trust that things are going well at home
14433,259,Morocco,The Incas,We shall provide The Incas 1 unit of horse for the subsequent 30 turns and 49 units of gold per turn for the subsequent 30 turns and The Incas agree to provide 1 unit of silver for the subsequent 30 turns
14434,259,Morocco,The Incas,Regards
14435,259,Morocco,The Incas,Chief of Mission
14436,259,Songhai,Singapore,Dearest Your Honor the Foreign Secretary
14437,259,Songhai,Singapore,I hope all is going well
14438,259,Songhai,Singapore,We announced that affairs between us and Singapore are presently neutral
14439,259,Songhai,Singapore,We imagine the possibility of conquering Singapore to be favorable
14440,259,Songhai,Singapore,Singapores military capability has arrived at an average position according to our diplomatic cables
14441,259,Songhai,Singapore,Faithfully yours
14442,259,Songhai,Singapore,Your loyal servant abroad
14443,259,Morocco,Ife,Dear Your Honor
14444,259,Morocco,Ife,I hope this letter finds you well
14445,259,Morocco,Ife,Our announced feeling vis-à-vis Ife appears neutral
14446,259,Morocco,Ife,Most sincerely
14447,259,Morocco,Ife,Your trusted friend
14448,259,Morocco,Budapest,To Foreign Secretarys Office
14449,259,Morocco,Budapest,I hope all is going well
14450,259,Morocco,Budapest,We are displaying a neutral position toward Budapest
14451,259,Morocco,Budapest,Our spies reveal that Budapests military activities are strong
14452,259,Morocco,Budapest,Sincerely yours
14453,259,Morocco,Budapest,Ambassador to Budapest
14454,259,Germany,Panama City,To faithful foreign correspondent
14455,259,Germany,Panama City,It is a great honor to work with loyal public servants such as you and yours
14456,259,Germany,Panama City,There is no news today
14457,259,Germany,Panama City,Best regards
14458,259,Germany,Panama City,His Honor the Foreign Secretary
14459,259,The Iroquois,Ife,Dear Foreign Secretary
14460,259,The Iroquois,Ife,We hope this cable finds you well
14461,259,The Iroquois,Ife,A friendly stance with Ife is what we claim
14462,259,The Iroquois,Ife,We perceive Ife to be an impossible target for attack
14463,259,The Iroquois,Ife,At your service
14464,259,The Iroquois,Ife,Your trusted friend
14465,260,Songhai,The Iroquois,Foreign Correspondents Office
14466,260,Songhai,The Iroquois,We are always happy to hear from you and write with what we hope is helpful news
14467,260,Songhai,The Iroquois,Whatever the Iroquois announced attitude may be we regard the Iroquois as a neutral country
14468,260,Songhai,The Iroquois,A friendly manner with the Iroquois is what we avow
14469,260,Songhai,The Iroquois,We believe that the Iroquois compose a moderate threat to our plans
14470,260,Songhai,The Iroquois,We consider the Iroquois to be a soft target for attack
14471,260,Songhai,The Iroquois,The Koreans proclaimed that dealings between the Koreans and the Germans are of late friendly
14472,260,Songhai,The Iroquois,All the best
14473,260,Songhai,The Iroquois,The Foreign Service Office
14474,260,The Iroquois,The Incas,Greetings Foreign Secretary
14475,260,The Iroquois,The Incas,I hope this information finds you well
14476,260,The Iroquois,The Incas,Our envoys currently see the Incas as a favorable party
14477,260,The Iroquois,The Incas,Insofar as the Koreans can decipher the Moroccans imagines the Koreans are a neutral nation
14478,260,The Iroquois,The Incas,The threat that the Incas constitute is labeled as major by our agents
14479,260,The Iroquois,The Incas,Most sincerely
14480,260,The Iroquois,The Incas,The Ambassador
14481,260,The Iroquois,Korea,Dear Your Honor the Foreign Secretary
14482,260,The Iroquois,Korea,Greetings from post Joyous news: we have halted conflict with the Koreans for now
14483,260,The Iroquois,Korea,The hazard that the Koreans embody is labeled as severe by our spies
14484,260,The Iroquois,Korea,According to our agents the Koreans are intent on cultural preeminence
14485,260,The Iroquois,Korea,This hypothesis comes from a not very confident source
14486,260,The Iroquois,Korea,We regard the Koreans to be a bad target for attack
14487,260,The Iroquois,Korea,According to the Songhais intelligence officers the Germans are focused on military preeminence
14488,260,The Iroquois,Korea,This report comes from a not very confident source
14489,260,The Iroquois,Korea,We estimate the Koreans economy to be strong
14490,260,The Iroquois,Korea,We disclosed that transactions between us and the Koreans are these days friendly
14491,260,The Iroquois,Korea,Your humble servant
14492,260,The Iroquois,Korea,Correspondent in Korea
14493,260,Korea,The Iroquois,To Your Excellency the Ambassador
14494,260,Korea,The Iroquois,The Foreign Secretary sends his regards and hopes the following proves useful
14495,260,Korea,The Iroquois,We needed a deal to end the fighting for the next 10 turns and a deal to work out an arrangement for an armistice with Bogota for the next 10 turns and thus offered an accord to stop the fighting for the upcoming 10 turns in compensation
14496,260,Korea,The Iroquois,A satisfactory exchange with those terms was made today
14497,260,Korea,The Iroquois,Yours
14498,260,Korea,The Iroquois,Your trusted friend
14499,260,Korea,The Iroquois,Ambassador to the Iroquois nation
14500,260,Korea,The Iroquois,The Foreign Secretary sends his regards and hopes the following proves useful
14501,260,Korea,The Iroquois,In recompense for a deal to sanction a diplomatic outpost in The Iroquoiss capital we decided to grant The Iroquois an agreement to authorize a diplomatic outpost in Koreas top city effective immediately
14502,260,Korea,The Iroquois,All the best
14503,260,Korea,The Iroquois,The Foreign Office
14504,260,The Incas,Kathmandu,Dear correspondent
14505,260,The Incas,Kathmandu,I hope all is going well
14506,260,The Incas,Kathmandu,We announced that transactions between us and Kathmandu are currently friendly
14507,260,The Incas,Kathmandu,With appreciation
14508,260,The Incas,Kathmandu,His Honor the Foreign Secretary
14509,260,Morocco,Florence,Chief of Mission
14510,260,Morocco,Florence,It is a great honor to work with loyal public servants such as you and yours
14511,260,Morocco,Florence,We are displaying a neutral stance toward Florence
14512,260,Morocco,Florence,We believe Florence to be a soft target for attack
14513,260,Morocco,Florence,Warm regards
14514,260,Morocco,Florence,The Foreign Secretary
14515,260,Korea,Florence,Honorable Foreign Secretary
14516,260,Korea,Florence,I hope this information finds you well
14517,260,Korea,Florence,We announced that relations between us and Florence are of late protective
14518,260,Korea,Florence,Respectfully
14519,260,Korea,Florence,The Foreign Correspondents Office
14520,260,Korea,Budapest,To Budapest Desk
14521,260,Korea,Budapest,I hope this finds you in high spirits and good health
14522,260,Korea,Budapest,A protective disposition with Budapest is what we avow
14523,260,Korea,Budapest,Regards
14524,260,Korea,Budapest,The Foreign Service
14525,261,The Incas,Morocco,Dear correspondent
14526,261,The Incas,Morocco,It is a great honor to work with loyal public servants such as you and yours
14527,261,The Incas,Morocco,We report the Moroccans to be pursuing military dominance currently
14528,261,The Incas,Morocco,Our spies are somewhat certain in this report
14529,261,The Incas,Morocco,The Iroquois estimate the Moroccans military to be powerful
14530,261,The Incas,Morocco,We are often reminded by the Moroccans behavior why we call the Moroccans a competitor
14531,261,The Incas,Morocco,We consider the Moroccans to be a bad target for attack
14532,261,The Incas,Morocco,Please report on the Moroccans economic interests as the foreign office is acutely worried about the Moroccans activity
14533,261,The Incas,Morocco,We are exhibiting a friendly disposition toward the Moroccans
14534,261,The Incas,Morocco,Sincerely
14535,261,The Incas,Morocco,The Foreign Service Office
14536,261,Morocco,The Iroquois,Your Honor
14537,261,Morocco,The Iroquois,I hope all is going well at home
14538,261,Morocco,The Iroquois,We regard the Iroquois to be pursuing unknown dominance at present
14539,261,Morocco,The Iroquois,Our intelligence officers are not at all convinced in this hypothesis
14540,261,Morocco,The Iroquois,We figure the Iroquois economy to be pathetic
14541,261,Morocco,The Iroquois,We believe the Iroquois to be a soft target for attack
14542,261,Morocco,The Iroquois,We imagine the Iroquois to be a competitor
14543,261,Morocco,The Iroquois,We disclosed that matters between us and the Iroquois are of late friendly
14544,261,Morocco,The Iroquois,The Koreans consider the likelihood of conquering the Germans to be bad
14545,261,Morocco,The Iroquois,Very truly yours
14546,261,Morocco,The Iroquois,Your trusted friend
14547,261,Korea,The Incas,Dear Korean embassy in The Incan Nation
14548,261,Korea,The Incas,Our government owes you a great debt for your sacrifice and service
14549,261,Korea,The Incas,We proclaimed that transactions between us and the Incas are at present friendly
14550,261,Korea,The Incas,Our agents these days look at the Incas as a competitor
14551,261,Korea,The Incas,The Germans are displaying a friendly attitude toward the Moroccans
14552,261,Korea,The Incas,The problem that the Incas embody is portrayed as minor by our agents
14553,261,Korea,The Incas,Please report on the Incas economic ambitions as the foreign office is most alarmed about the Incas conduct
14554,261,Korea,The Incas,Yours truly
14555,261,Korea,The Incas,Your trusted friend
14556,261,Korea,Germany,To Chief of Mission
14557,261,Korea,Germany,The Foreign Secretarys Office appreciates your service
14558,261,Korea,Germany,The foreign office wants any information in your possession relevant to the Germans economic potency
14559,261,Korea,Germany,We see the possibility of forcefully dominating the Germans to be bad
14560,261,Korea,Germany,Recent events have led us to see the Germans as a strong military actor
14561,261,Korea,Germany,We are continually reminded by the Germans behavior why we call the Germans a neutral nation
14562,261,Korea,Germany,The Incas are exhibiting a friendly manner toward the Iroquois
14563,261,Korea,Germany,Our open feeling on the subject of the Germans seems friendly
14564,261,Korea,Germany,Very respectfully yours
14565,261,Korea,Germany,The Foreign Office
